id,city,state,latitude,longitude,neighbourhood_cleansed,first_review
34941908,Denver,CO,39.75385,-105.02561999999999,Sloan Lake,7/7/2019
34942912,Denver,CO,39.75538,-104.9996,Union Station,
34943772,Denver,CO,39.75327,-105.00085,Union Station,6/22/2019
34949470,Denver,CO,39.72258,-104.9958,Baker,7/12/2019
34976474,Denver,CO,39.73919,-104.94528000000001,Congress Park,9/2/2019
34981225,Denver,CO,39.76104,-104.9835,Five Points,
34989003,Denver,CO,39.75318,-104.99923000000001,Union Station,
35003058,Lakewood,CO,39.733129999999996,-105.05536000000001,Villa Park,6/9/2019
35008444,Denver,CO,39.718140000000005,-104.97488,Speer,
35028964,Denver,CO,39.75591,-105.00256999999999,Union Station,6/14/2019
35030651,Denver,CO,39.7344,-104.93833000000001,Hale,6/18/2019
35041371,Denver,CO,39.73807,-104.99354,Civic Center,7/14/2019
35044495,Denver,CO,39.77613,-105.04688,Berkeley,7/14/2019
35059929,Denver,CO,39.741209999999995,-104.90274,East Colfax,6/11/2019
35082201,Denver,CO,39.76741,-105.05072,West Highland,6/9/2019
35100738,Denver,CO,39.777770000000004,-104.77775,Gateway - Green Valley Ranch,5/29/2019
35117346,Denver,CO,39.71926,-104.89267,Lowry Field,5/31/2019
35123672,Denver,CO,39.748940000000005,-104.99786999999999,Union Station,6/2/2019
35127507,Denver,CO,39.76341,-104.97061000000001,Cole,6/23/2019
35127512,Aurora,CO,39.6584,-104.84902,Kennedy,11/4/2019
35160115,Denver,CO,39.686,-105.02328999999999,Ruby Hill,6/7/2019
35160742,Denver,CO,39.72215,-105.03375,Barnum,6/12/2019
35160821,Denver,CO,39.76526,-104.96218,Cole,6/17/2019
35164696,Denver,CO,39.73758,-104.97531000000001,Capitol Hill,6/9/2019
35182176,Denver,CO,39.75335,-105.0247,Jefferson Park,6/19/2019
35187856,Denver,CO,39.724579999999996,-104.99659,Baker,9/15/2019
35191778,Denver,CO,39.75569,-104.98453,Five Points,11/19/2019
35196966,Denver,CO,39.753640000000004,-105.00554,Union Station,8/24/2019
35197412,Denver,CO,39.770379999999996,-105.01388999999999,Sunnyside,6/20/2019
35220979,Denver,CO,39.771229999999996,-104.99978,Sunnyside,6/19/2019
35223208,Denver,CO,39.753820000000005,-104.97175,Whittier,6/3/2019
35226322,Denver,CO,39.76335,-104.98799,Five Points,8/5/2019
35233516,Denver,CO,39.728320000000004,-105.00098999999999,Lincoln Park,10/30/2019
35255779,Denver,CO,39.70393,-104.88507,Windsor,
35260124,Denver,CO,39.77228,-105.05218,Berkeley,6/9/2019
35261333,Denver,CO,39.769,-104.96432,Cole,11/11/2019
35263642,Denver,CO,39.73757,-104.95451000000001,Congress Park,8/30/2019
35277076,Denver,CO,39.73573,-104.95711000000001,Congress Park,7/2/2019
35282608,Denver,CO,39.79056,-104.8414,Montbello,6/23/2019
35284634,Denver,CO,39.716229999999996,-104.98201999999999,Speer,6/17/2019
35288308,Denver,CO,39.757909999999995,-105.00193999999999,Union Station,6/13/2019
35289842,Denver,CO,39.72923,-104.99863,Lincoln Park,8/15/2019
35313492,Denver,CO,39.66622,-104.91635,Hampden,8/10/2019
35325552,Denver,CO,39.741009999999996,-104.90241999999999,East Colfax,6/12/2019
35341518,Denver,CO,39.67549,-104.93333,University Hills,6/23/2019
35341541,Denver,CO,39.76331,-105.00363,Highland,7/29/2019
35342428,Denver,CO,39.7525,-105.00585,Union Station,
35342895,Denver,CO,39.79568,-104.77574,Gateway - Green Valley Ranch,6/30/2019
35346837,Denver,CO,39.737829999999995,-104.9641,Cheesman Park,6/30/2019
35351021,Denver,CO,39.69416,-104.98436000000001,Platt Park,6/13/2019
35351688,Denver,CO,39.77081,-104.7553,Gateway - Green Valley Ranch,6/14/2019
35352023,Denver,CO,39.774359999999994,-105.00133999999998,Sunnyside,6/16/2019
35375524,Denver,CO,39.76212,-105.01616999999999,Highland,6/12/2019
35380596,Denver,CO,39.72014,-104.89523,Lowry Field,6/9/2019
35382462,Denver,CO,39.71151,-104.98781000000001,Baker,6/16/2019
35382615,Denver,CO,39.75586,-104.89546999999999,Stapleton,6/23/2019
35385881,Denver,CO,39.6859,-105.01722,Ruby Hill,9/2/2019
35413846,Denver,CO,39.71917,-105.02472,Valverde,7/1/2019
35415091,Denver,CO,39.75466,-105.00248,Union Station,6/21/2019
35416352,Denver,CO,39.71305,-104.9941,Baker,6/19/2019
35416421,Denver,CO,39.75996,-104.90743,North Park Hill,7/10/2019
35422615,Denver,CO,39.7616,-105.03645,West Highland,11/11/2019
35433170,Denver,CO,39.75993,-105.0074,Highland,6/11/2019
35454189,Denver,CO,39.795,-104.89461999999999,Stapleton,6/28/2019
35455560,Denver,CO,39.73113,-104.99565,Lincoln Park,6/20/2019
35464927,Denver,CO,39.693979999999996,-104.97476,Washington Park West,6/23/2019
35469650,Denver,CO,39.77049,-105.01387,Sunnyside,7/5/2019
35470956,Denver,CO,39.7553,-105.00268999999999,Union Station,8/30/2019
35482316,Denver,CO,39.73573,-105.04982,West Colfax,6/20/2019
35484702,Denver,CO,39.73708,-105.05057,West Colfax,7/8/2019
35488510,Denver,CO,39.733579999999996,-104.97641000000002,Capitol Hill,6/22/2019
35489830,Denver,CO,39.73787,-104.99578999999999,Civic Center,7/7/2019
35494910,Denver,CO,39.696940000000005,-104.88288,Windsor,6/29/2019
35518196,Denver,CO,39.797579999999996,-104.74396999999999,Gateway - Green Valley Ranch,6/16/2019
35518521,Denver,CO,39.75716,-105.02963000000001,Sloan Lake,6/13/2019
35520755,Denver,CO,39.70425,-105.01857,Athmar Park,7/15/2019
35534264,Denver,CO,39.75667,-105.04231999999999,Sloan Lake,
35535425,Denver,CO,39.75042,-104.97805,Five Points,7/18/2019
35538823,Denver,CO,39.748979999999996,-104.98095,Five Points,8/23/2019
35549118,Denver,CO,39.70139,-104.9059,Washington Virginia Vale,
35570877,Denver,CO,39.726490000000005,-104.95748999999999,Congress Park,
35575152,Denver,CO,39.69409,-104.93682,Virginia Village,7/24/2019
35578815,Denver,CO,39.72075,-105.02448000000001,Valverde,6/20/2019
35579238,Denver,CO,39.75522,-105.00079,Union Station,6/21/2019
35606018,Denver,CO,39.75399,-105.03939,Sloan Lake,6/25/2019
35607222,Denver,CO,39.68042,-104.98552,Platt Park,6/16/2019
35607450,Denver,CO,39.76089,-104.96243,Whittier,6/26/2019
35638394,Denver,CO,39.767509999999994,-104.96954,Cole,7/6/2019
35640219,Denver,CO,39.77695,-105.01303999999999,Sunnyside,6/18/2019
35648035,Denver,CO,39.75506,-105.00036000000001,Union Station,11/1/2019
35657992,Denver,CO,39.73129,-104.98584,Capitol Hill,6/21/2019
35683144,Denver,CO,39.7604,-105.04143,West Highland,7/13/2019
35683218,Denver,CO,39.74543,-104.9937,CBD,7/12/2019
35687245,Denver,CO,39.74516,-104.9942,CBD,6/21/2019
35710580,Denver,CO,39.72619,-105.02138000000001,Sun Valley,7/13/2019
35713420,Denver,CO,39.77468,-104.76159,Gateway - Green Valley Ranch,6/21/2019
35715524,Denver,CO,39.70735,-104.9554,Belcaro,10/8/2019
35715680,Denver,CO,39.74703,-105.02841000000001,Sloan Lake,8/1/2019
35718740,Denver,CO,39.692859999999996,-104.98661000000001,Platt Park,
35733717,Denver,CO,39.77296,-105.05138999999998,Berkeley,11/15/2019
35734859,Denver,CO,39.79457,-104.77606,Gateway - Green Valley Ranch,7/1/2019
35743050,Denver,CO,39.803020000000004,-104.77005,DIA,
35762175,Denver,CO,39.74338,-104.97806000000001,North Capitol Hill,8/11/2019
35762577,Denver,CO,39.7338,-104.89145,East Colfax,7/30/2019
35765156,Denver,CO,39.71665,-104.94238999999999,Cherry Creek,9/22/2019
35771940,Denver,CO,39.64002,-104.89128999999998,Hampden South,7/4/2019
35772614,Denver,CO,39.64151,-104.89201000000001,Hampden South,6/20/2019
35796281,Denver,CO,39.75169,-104.97823999999999,Five Points,6/28/2019
35796686,Denver,CO,39.75567,-104.97547,Five Points,7/4/2019
35810400,Denver,CO,39.76547,-105.00998999999999,Highland,6/23/2019
35828919,Denver,CO,39.75018,-104.98366000000001,Five Points,6/25/2019
35837573,Denver,CO,39.6451,-104.9164,Southmoor Park,7/25/2019
35841107,Denver,CO,39.7575,-104.98571000000001,Five Points,7/16/2019
35842557,Denver,CO,39.68376,-104.97483999999999,Platt Park,9/1/2019
35850002,Denver,CO,39.72782,-104.93521000000001,Hale,7/25/2019
35873903,Englewood,CO,39.6604,-104.96467,University,6/30/2019
35875517,Denver,CO,39.63982,-104.88373999999999,Hampden South,6/23/2019
35879405,Denver,CO,39.74135,-104.91103999999999,South Park Hill,7/7/2019
35879415,Denver,CO,39.79306,-104.77601999999999,Gateway - Green Valley Ranch,6/30/2019
35879646,Denver,CO,39.794959999999996,-104.77656999999999,Gateway - Green Valley Ranch,7/23/2019
35886541,Denver,CO,39.73983,-105.02852,West Colfax,7/22/2019
35916148,Denver,CO,39.73917,-104.96061,Cheesman Park,9/5/2019
35925103,Denver,CO,39.75227,-105.04801,Sloan Lake,11/3/2019
35936980,Denver,CO,39.768,-105.03886999999999,West Highland,7/6/2019
35940725,Denver,CO,39.751290000000004,-104.97366000000001,Five Points,7/24/2019
35942380,Denver,CO,39.7557,-105.0026,Union Station,7/7/2019
35949665,Denver,CO,39.71996,-105.04863999999999,Barnum West,11/4/2019
35961566,Denver,CO,39.733290000000004,-104.97893,Capitol Hill,7/31/2019
35967933,Denver,CO,39.74432,-104.99484,CBD,10/2/2019
35971684,Denver,CO,39.785059999999994,-104.76191,Gateway - Green Valley Ranch,6/25/2019
35996190,Denver,CO,39.80232,-104.76974,DIA,7/7/2019
35996831,Edgewater,CO,39.75312,-105.05487,Sloan Lake,11/11/2019
36026536,Denver,CO,39.76212,-104.95512,Clayton,9/20/2019
36031549,Denver,CO,39.78654,-105.04056000000001,Regis,9/1/2019
36036522,Denver,CO,39.69634,-104.98199,Platt Park,7/6/2019
36037780,Denver,CO,39.756209999999996,-105.00211999999999,Union Station,8/25/2019
36041242,Denver,CO,39.75438,-105.00107,Union Station,
36075162,Denver,CO,39.77408,-105.01433,Sunnyside,6/28/2019
36079695,Denver,CO,39.71743,-104.99042,Baker,7/5/2019
36100831,Denver,CO,39.787420000000004,-105.03469,Regis,6/29/2019
36104111,Denver,CO,39.73605,-104.97583,Capitol Hill,8/23/2019
36109052,Denver,CO,39.75346,-104.97565,Five Points,7/7/2019
36111464,Denver,CO,39.73787,-104.9684,Cheesman Park,8/4/2019
36134858,Denver,CO,39.72768,-104.95666999999999,Congress Park,7/5/2019
36135331,Denver,CO,39.7418,-104.95452,City Park,11/4/2019
36140625,Denver,CO,39.74382,-104.99614,CBD,
36142545,Denver,CO,39.68192,-104.93279,Virginia Village,7/15/2019
36144958,Denver,CO,39.755109999999995,-104.98921000000001,Five Points,8/1/2019
36145354,Denver,CO,39.75987,-105.03602,West Highland,9/2/2019
36147748,Denver,CO,39.67375,-104.91479,Goldsmith,7/7/2019
36149907,Denver,CO,39.75045,-105.03379,Sloan Lake,7/16/2019
36170501,Denver,CO,39.74878,-104.89341999999999,Stapleton,
36175179,Denver,CO,39.76432,-104.96971,Cole,6/30/2019
36180431,Denver,CO,39.664120000000004,-104.92504,University Hills,6/29/2019
36205182,Denver,CO,39.75781,-104.97836000000001,Five Points,8/17/2019
36206107,Denver,CO,39.77516,-105.04453999999998,Berkeley,7/14/2019
36209411,Denver,CO,39.7192,-104.9999,Baker,9/15/2019
36209591,Denver,CO,39.743790000000004,-104.94136999999999,City Park,
36210110,Denver,CO,39.754870000000004,-104.99953000000001,Union Station,
36224425,Denver,CO,39.75696,-104.96735,Whittier,9/15/2019
36226657,Denver,CO,39.724959999999996,-104.99082,Baker,7/4/2019
36234084,Denver,CO,39.674,-105.04023000000001,Harvey Park,7/5/2019
36234276,Denver,CO,39.763909999999996,-105.01151000000002,Highland,7/6/2019
36234361,Denver,CO,39.70539,-104.87043,Windsor,
36235699,Denver,CO,39.76445,-105.01301000000001,Highland,7/8/2019
36238862,Denver,CO,39.706520000000005,-104.98468999999999,Washington Park West,7/7/2019
36240614,Denver,CO,39.667840000000005,-105.07938999999999,Bear Valley,7/15/2019
36242292,Denver,CO,39.68081,-104.91578999999999,Virginia Village,7/19/2019
36243237,Denver,CO,39.795359999999995,-104.74569,Gateway - Green Valley Ranch,8/5/2019
36250852,Denver,CO,39.74362,-104.88694,East Colfax,7/12/2019
36257237,Denver,CO,39.717659999999995,-104.97898,Speer,8/4/2019
36258089,Denver,CO,39.75436,-104.99993,Union Station,10/23/2019
36261302,Denver,CO,39.73982,-104.96695,Cheesman Park,7/19/2019
36267699,Denver,CO,39.75757,-104.89672,Stapleton,9/29/2019
36283016,Denver,CO,39.75785,-104.97811000000002,Five Points,8/1/2019
36283276,Denver,CO,39.693459999999995,-104.98368,Platt Park,8/11/2019
36310777,Denver,CO,39.75504,-105.00092,Union Station,
36319821,Denver,CO,39.717040000000004,-104.97623,Speer,10/2/2019
36346977,Denver,CO,39.7003,-105.0026,Athmar Park,9/24/2019
36347707,Denver,CO,39.700509999999994,-105.00375,Athmar Park,9/12/2019
36350777,Aurora,CO,39.65842,-104.85238000000001,Kennedy,10/3/2019
36355149,Denver,CO,39.75694,-104.96149,Whittier,7/14/2019
36377754,Denver,CO,39.7349,-104.94113,Congress Park,7/20/2019
36378454,Denver,CO,39.78528,-104.75618,Gateway - Green Valley Ranch,7/15/2019
36382729,Denver,CO,39.760740000000006,-105.00915,Highland,7/18/2019
36385550,Denver,CO,39.77262,-104.74445,Gateway - Green Valley Ranch,8/3/2019
36412699,Denver,CO,39.73435,-104.90168,East Colfax,7/28/2019
36419998,Denver,CO,39.72473,-104.99253999999999,Baker,7/5/2019
36420083,Denver,CO,39.666909999999994,-104.94203999999999,Wellshire,8/13/2019
36421025,Denver,CO,39.666940000000004,-104.94351,Wellshire,7/20/2019
36440755,Denver,CO,39.72896,-104.92168000000001,Montclair,8/29/2019
36453657,Denver,CO,39.73024,-105.03572,Villa Park,7/21/2019
36455813,Denver,CO,39.72625,-104.99248999999999,Lincoln Park,8/25/2019
36457134,Denver,CO,39.66676,-104.94261999999999,Wellshire,7/23/2019
36476623,Denver,CO,39.68374,-104.97775,Platt Park,10/7/2019
36478390,Denver,CO,39.71931,-104.9729,Country Club,
36485190,Denver,CO,39.746559999999995,-104.99278999999999,CBD,7/31/2019
36492061,Denver,CO,39.73572,-105.05073999999999,West Colfax,7/14/2019
36508422,Denver,CO,39.73563,-104.97891000000001,Capitol Hill,10/21/2019
36521451,Denver,CO,39.73236,-105.04016000000001,Villa Park,7/21/2019
36523288,Denver,CO,39.714859999999994,-104.9215,Hilltop,8/11/2019
36529332,Denver,CO,39.72273,-104.97526,Speer,9/16/2019
36531673,Denver,CO,39.75524,-105.00216999999999,Union Station,10/6/2019
36551681,Denver,CO,39.68034,-104.95626000000001,University Park,
36564259,Denver,CO,39.70747,-104.97943000000001,Washington Park West,7/16/2019
36564522,Denver,CO,39.67645,-104.96791,University,7/17/2019
36564609,Denver,CO,39.76144,-104.92187,North Park Hill,7/29/2019
36564640,Denver,CO,39.70321,-105.04908,Westwood,7/18/2019
36572176,Denver,CO,39.730340000000005,-104.9834,Capitol Hill,10/1/2019
36596642,Denver,CO,39.78775,-105.04073999999999,Regis,7/19/2019
36596870,Denver,CO,39.76847,-105.01088,Highland,7/19/2019
36597874,Denver,CO,39.7178,-104.98596,Speer,7/28/2019
36600928,Denver,CO,39.68561,-104.96732,University,7/21/2019
36601078,Denver,CO,39.78914,-105.03696000000001,Regis,7/24/2019
36604444,Denver,CO,39.76972,-105.04796,Berkeley,7/25/2019
36634584,Denver,CO,39.74208,-105.04016000000001,West Colfax,7/15/2019
36635926,Denver,CO,39.75655,-105.00232,Union Station,8/25/2019
36639011,Denver,CO,39.76652,-105.02458999999999,Highland,9/18/2019
36639848,Denver,CO,39.753240000000005,-105.02408999999999,Jefferson Park,7/13/2019
36639901,Denver,CO,39.73717,-104.94483000000001,Congress Park,8/20/2019
36640371,Denver,CO,39.72765,-104.95606000000001,Congress Park,10/9/2019
36646004,Denver,CO,39.65447,-104.88016999999999,Hampden,7/18/2019
36666699,Denver,CO,39.69665,-104.9258,Virginia Village,9/15/2019
36667311,Denver,CO,39.766009999999994,-104.95916000000001,Clayton,7/31/2019
36693802,Denver,CO,39.72652,-104.95753,Congress Park,7/26/2019
36704642,Denver,CO,39.80106,-104.76495,DIA,8/28/2019
36728065,Denver,CO,39.73935,-104.97113999999999,Cheesman Park,8/1/2019
36732059,Denver,CO,39.732479999999995,-105.04356000000001,Villa Park,9/13/2019
36732290,Denver,CO,39.76613,-104.98088,Five Points,7/16/2019
36739073,Denver,CO,39.71745,-104.93356999999999,Hilltop,11/17/2019
36760252,Denver,CO,39.67102,-104.87187,Hampden,7/29/2019
36760677,Littleton,CO,39.62941,-105.0962,Marston,7/21/2019
36761087,Denver,CO,39.76297,-105.00336999999999,Highland,8/12/2019
36761794,Denver,CO,39.76435,-105.00334,Highland,8/16/2019
36762379,Denver,CO,39.763090000000005,-105.00228999999999,Highland,8/4/2019
36762797,Denver,CO,39.76378,-105.00186000000001,Highland,8/3/2019
36763284,Denver,CO,39.76298,-105.00393000000001,Highland,9/2/2019
36766994,Denver,CO,39.76339,-105.01681,Highland,8/9/2019
36767534,Denver,CO,39.756609999999995,-105.00076000000001,Union Station,8/4/2019
36769530,Denver,CO,39.69638,-104.943,Cory - Merrill,7/25/2019
36774913,Denver,CO,39.71836,-104.99476999999999,Baker,
36775182,Denver,CO,39.71078,-104.98043999999999,Washington Park West,7/17/2019
36794834,Denver,CO,39.68945,-104.93794,Virginia Village,8/9/2019
36805939,Denver,CO,39.78112,-105.03568,Berkeley,8/5/2019
36806153,Denver,CO,39.76083,-105.0095,Highland,7/22/2019
36806257,Denver,CO,39.75796,-105.00395,Union Station,7/21/2019
36806828,Denver,CO,39.74889,-104.96141000000001,City Park West,8/9/2019
36806914,Denver,CO,39.72274,-105.04073000000001,Barnum West,7/29/2019
36806984,Denver,CO,39.69964,-104.98193,Washington Park West,8/1/2019
36807205,Denver,CO,39.70677,-104.98163000000001,Washington Park West,8/4/2019
36815282,Denver,CO,39.753679999999996,-105.00068999999999,Union Station,9/2/2019
36815550,Denver,CO,39.75371,-105.00173999999998,Union Station,8/4/2019
36835110,Denver,CO,39.73493,-104.93995,Hale,8/11/2019
36836311,Denver,CO,39.75237,-105.02041000000001,Jefferson Park,
36844868,Denver,CO,39.7006,-105.00844,Athmar Park,7/24/2019
36846413,Denver,CO,39.716,-104.98843000000001,Baker,9/14/2019
36848043,Denver,CO,39.775929999999995,-105.00556,Sunnyside,10/14/2019
36851133,Denver,CO,39.694109999999995,-104.92971000000001,Virginia Village,8/5/2019
36851163,Denver,CO,39.753170000000004,-105.02273000000001,Jefferson Park,7/25/2019
36867824,Denver,CO,39.755559999999996,-105.00026000000001,Union Station,9/2/2019
36868885,Denver,CO,39.76585,-105.01318,Highland,8/1/2019
36868978,Denver,CO,39.75353,-104.97628,Five Points,7/26/2019
36870347,Denver,CO,39.75139,-104.97183000000001,Whittier,8/12/2019
36871383,Denver,CO,39.77062,-104.96533000000001,Cole,8/4/2019
36872901,Denver,CO,39.75612,-105.00278999999999,Union Station,8/5/2019
36874585,Denver,CO,39.73857,-104.99492,Civic Center,
36876925,Denver,CO,39.66661,-104.89685,Hampden,8/4/2019
36880212,Denver,CO,39.723040000000005,-105.04118999999999,Barnum West,
36880394,Denver,CO,39.75828,-104.93795,North Park Hill,9/9/2019
36881170,Denver,CO,39.760259999999995,-104.97481,Five Points,8/4/2019
36882968,Denver,CO,39.74561,-104.963,City Park West,
36909324,Denver,CO,39.74653,-104.99181999999999,CBD,7/24/2019
36913982,Denver,CO,39.744,-105.0277,West Colfax,8/4/2019
36916243,Denver,CO,39.78953,-105.01505,Chaffee Park,7/30/2019
36919708,Denver,CO,39.72688,-105.00235,Lincoln Park,9/23/2019
36928877,Denver,CO,39.74646,-104.98305,North Capitol Hill,9/30/2019
36941316,Denver,CO,39.72164,-104.99802,Baker,11/3/2019
36945702,Denver,CO,39.74774,-105.02716000000001,Sloan Lake,7/23/2019
36976131,Denver,CO,39.77986,-105.02243,Sunnyside,
36980944,Denver,CO,39.7559,-105.00118,Union Station,9/19/2019
36981828,Denver,CO,39.78155,-104.80702,Gateway - Green Valley Ranch,7/24/2019
37012144,Denver,CO,39.754259999999995,-104.98766,Five Points,8/11/2019
37015282,Denver,CO,39.684,-104.98443,Platt Park,7/27/2019
37015519,Denver,CO,39.76628,-104.95002,Clayton,8/18/2019
37015773,Denver,CO,39.73583,-104.9829,Capitol Hill,8/24/2019
37016638,Denver,CO,39.70353,-104.91791,Washington Virginia Vale,8/19/2019
37024504,Denver,CO,39.73206,-104.93161,Hale,10/20/2019
37045509,Denver,CO,39.75285,-105.02451,Jefferson Park,7/25/2019
37047912,Denver,CO,39.77451,-105.04961999999999,Berkeley,8/5/2019
37049808,Denver,CO,39.69063,-105.04598999999999,Mar Lee,
37050189,Denver,CO,39.70431,-104.96721000000001,Washington Park,8/11/2019
37052497,Denver,CO,39.75646,-105.00202,Union Station,11/9/2019
37055134,Denver,CO,39.68913,-105.02101,Ruby Hill,8/10/2019
37085822,Denver,CO,39.74824,-105.02373999999999,Jefferson Park,8/13/2019
37086970,Denver,CO,39.767379999999996,-105.04073999999999,West Highland,8/26/2019
37088734,Denver,CO,39.73288,-105.0281,Villa Park,8/16/2019
37090673,Denver,CO,39.715070000000004,-105.02157,Valverde,8/24/2019
37099739,Denver,CO,39.76765,-104.96582,Cole,9/2/2019
37119251,Denver,CO,39.75339,-104.9861,Five Points,8/17/2019
37151782,Denver,CO,39.733470000000004,-104.98126,Capitol Hill,9/9/2019
37161557,Denver,CO,39.74886,-104.9823,Five Points,9/4/2019
37179361,Denver,CO,39.70156,-104.98643999999999,Washington Park West,8/16/2019
37183949,Denver,CO,39.75931,-104.94888,Skyland,8/30/2019
37206363,Denver,CO,39.73019,-104.97698000000001,Capitol Hill,9/3/2019
37211561,Denver,CO,39.770509999999994,-105.00833,Sunnyside,9/25/2019
37216858,Denver,CO,39.75208,-105.02386000000001,Jefferson Park,8/11/2019
37238540,Denver,CO,39.71844,-104.98235,Speer,8/4/2019
37244418,Denver,CO,39.75506,-105.00131999999999,Union Station,8/16/2019
37244459,Denver,CO,39.75164,-104.99455,Union Station,8/10/2019
37249656,Denver,CO,39.749390000000005,-104.98257,Five Points,8/18/2019
37251142,Denver,CO,39.74828,-104.96061999999999,City Park West,8/18/2019
37254370,Denver,CO,39.789609999999996,-104.73507,Gateway - Green Valley Ranch,8/1/2019
37256449,Denver,CO,39.77635,-104.80386,Gateway - Green Valley Ranch,
37265429,Denver,CO,39.75946,-104.96354,Whittier,11/4/2019
37278818,Denver,CO,39.78798,-105.01061000000001,Chaffee Park,8/9/2019
37279196,Denver,CO,39.71735,-104.98946000000001,Baker,8/8/2019
37284288,Denver,CO,39.77559,-105.04921000000002,Berkeley,8/8/2019
37292895,Denver,CO,39.78751,-105.02726000000001,Regis,8/15/2019
37293630,Denver,CO,39.7592,-104.93525,North Park Hill,8/16/2019
37298856,Denver,CO,39.73983,-104.95066000000001,Congress Park,8/11/2019
37316297,Denver,CO,39.76044,-104.97835,Five Points,8/8/2019
37320886,Denver,CO,39.66564,-104.8976,Hampden,9/9/2019
37333429,Denver,CO,39.7484,-104.96248999999999,City Park West,8/11/2019
37335033,Denver,CO,39.7521,-105.01992,Jefferson Park,
37355178,Denver,CO,39.77267,-104.74257,Gateway - Green Valley Ranch,8/3/2019
37358616,Denver,CO,39.72364,-105.05236000000001,Barnum West,9/2/2019
37361596,Denver,CO,39.7711,-104.74389000000001,Gateway - Green Valley Ranch,8/6/2019
37361749,Denver,CO,39.7714,-104.74448000000001,Gateway - Green Valley Ranch,8/3/2019
37366816,Denver,CO,39.71379,-105.00986999999999,Valverde,8/10/2019
37367155,Denver,CO,39.71829,-104.94296999999999,Cherry Creek,8/10/2019
37370810,Denver,CO,39.78047,-105.04108000000001,Berkeley,8/15/2019
37390383,Denver,CO,39.75374,-105.00113999999999,Union Station,9/24/2019
37394745,Denver,CO,39.78565,-104.76337,Gateway - Green Valley Ranch,11/24/2019
37400399,Denver,CO,39.67002,-104.98151999999999,Rosedale,8/25/2019
37400469,Denver,CO,39.72247,-104.9934,Baker,8/15/2019
37400661,Denver,CO,39.67617,-104.96688999999999,University,
37400859,Denver,CO,39.72051,-104.99262,Baker,8/18/2019
37404547,Denver,CO,39.75404,-105.04146999999999,Sloan Lake,8/23/2019
37420287,Denver,CO,39.75485,-104.99075,Five Points,8/8/2019
37422277,Denver,CO,39.6458,-105.05985,Fort Logan,9/1/2019
37449963,Denver,CO,39.79442,-104.76673000000001,Gateway - Green Valley Ranch,8/19/2019
37452064,Denver,CO,39.72463,-104.94729,Cherry Creek,9/23/2019
37455784,Denver,CO,39.745909999999995,-104.99752,CBD,
37458909,Denver,CO,39.795,-104.77913000000001,Gateway - Green Valley Ranch,8/6/2019
37465994,Denver,CO,39.70617,-104.86868999999999,Windsor,
37493320,Denver,CO,39.74007,-104.96600000000001,City Park West,8/19/2019
37494188,Denver,CO,39.75557,-105.00086,Union Station,8/20/2019
37495663,Denver,CO,39.74042,-105.0439,West Colfax,9/8/2019
37497118,Denver,CO,39.76359,-104.95676999999999,Clayton,8/18/2019
37499533,Denver,CO,39.72788,-104.95714,Congress Park,11/11/2019
37513398,Denver,CO,39.75009,-105.02148000000001,Jefferson Park,9/2/2019
37517906,Denver,CO,39.75643,-104.98422,Five Points,10/17/2019
37525445,Denver,CO,39.73701,-104.88901000000001,East Colfax,8/17/2019
37531177,Denver,CO,39.75058,-105.00113999999999,Union Station,9/12/2019
37557265,Denver,CO,39.7546,-105.00041999999999,Union Station,9/1/2019
37561342,Denver,CO,39.756679999999996,-104.9618,Whittier,9/8/2019
37566725,Denver,CO,39.75473,-105.00088000000001,Union Station,8/24/2019
37567133,Denver,CO,39.75781,-104.93139,North Park Hill,8/26/2019
37571210,Denver,CO,39.75521,-105.00103999999999,Union Station,9/24/2019
37572285,Denver,CO,39.75909,-104.89929,Stapleton,9/3/2019
37586142,Denver,CO,39.76625,-105.01645,Highland,9/9/2019
37589529,Denver,CO,39.7238,-104.9536,Cherry Creek,
37590420,Denver,CO,39.798840000000006,-104.87633999999998,Stapleton,9/8/2019
37594962,Denver,CO,39.762859999999996,-104.95395,Clayton,8/18/2019
37596369,Denver,CO,39.75072,-104.9194,South Park Hill,8/30/2019
37607560,Denver,CO,39.7818,-104.80208,Gateway - Green Valley Ranch,9/15/2019
37625723,Denver,CO,39.76641,-104.9143,Northeast Park Hill,10/5/2019
37627800,Denver,CO,39.76305,-104.95443999999999,Clayton,9/2/2019
37628327,Denver,CO,39.775929999999995,-104.94962,Elyria Swansea,8/12/2019
37632838,Denver,CO,39.79606,-104.7696,Gateway - Green Valley Ranch,8/15/2019
37652355,Denver,CO,39.7474,-104.96287,City Park West,8/17/2019
37654385,Denver,CO,39.76859,-105.00566,Highland,9/12/2019
37664866,Denver,CO,39.74496,-105.02741,West Colfax,
37684178,Denver,CO,39.72122,-104.90423,Lowry Field,8/24/2019
37684648,Englewood,CO,39.66856,-104.97755,Rosedale,8/16/2019
37707661,Denver,CO,39.755340000000004,-105.02748000000001,Sloan Lake,9/9/2019
37708717,Denver,CO,39.75265,-104.97578,Five Points,11/4/2019
37709770,Denver,CO,39.78286,-105.01868999999999,Sunnyside,
37712316,Denver,CO,39.74545,-104.9819,North Capitol Hill,8/25/2019
37715728,Denver,CO,39.7379,-104.98051000000001,Capitol Hill,9/23/2019
37716702,Denver,CO,39.75631,-105.00118,Union Station,8/30/2019
